movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
1,21021,4.0,912611519,1,1995,Adventure,Animation,Children,10759,3.91,0.89,17,,,,,3,1995,0.00,3.00,2.00,Drama,Romance,,,
1,21267,5.0,1079731206,1,1995,Adventure,Animation,Children,10759,3.91,0.89,589,318,110,457,480,9,1979,21.62,4.72,0.36,Drama,Thriller,Romance,War,Action
1,215,2.0,1419568797,0,1995,Adventure,Animation,Children,10759,3.91,0.89,555,441,215,180,223,28,1983,19.04,3.29,0.94,Thriller,Comedy,Drama,Action,Sci-Fi
1,21543,3.5,1146447484,1,1995,Adventure,Animation,Children,10759,3.91,0.89,909,164,942,922,541,16,1973,23.35,3.16,0.68,Film-Noir,Action,Sci-Fi,Comedy,Thriller
1,21806,3.0,1004982221,0,1995,Adventure,Animation,Children,10759,3.91,0.89,118,779,353,440,356,22,1992,7.68,3.41,1.18,Drama,Comedy,Crime,Thriller,Romance
1,21978,4.0,1414530251,1,1995,Adventure,Animation,Children,10759,3.91,0.89,589,110,608,318,903,26,1970,23.16,3.65,1.11,Drama,Romance,Comedy,Thriller,Mystery
1,22085,4.0,1281248373,1,1995,Adventure,Animation,Children,10759,3.91,0.89,296,110,589,260,551,18,1983,15.48,3.83,0.87,Thriller,Drama,Sci-Fi,Action,Crime
1,2232,3.0,1111569454,0,1995,Adventure,Animation,Children,10759,3.91,0.89,110,36,253,47,165,20,1987,15.46,3.62,0.84,Drama,Thriller,Crime,Mystery,Romance
1,22337,2.5,1167945689,0,1995,Adventure,Animation,Children,10759,3.91,0.89,555,32,741,260,293,25,1988,12.46,3.30,0.63,Drama,Crime,Thriller,Sci-Fi,Action
1,22345,5.0,1302375010,1,1995,Adventure,Animation,Children,10759,3.91,0.89,314,551,107,531,,4,1994,1.41,4.50,0.58,Children,Drama,Musical,Fantasy,Adventure
1,22437,2.0,1175763327,0,1995,Adventure,Animation,Children,10759,3.91,0.89,590,150,356,296,308,13,1992,4.79,2.73,1.20,Drama,Comedy,Adventure,Crime,Thriller
1,2259,5.0,950582558,1,1995,Adventure,Animation,Children,10759,3.91,0.89,34,879,163,349,733,26,1986,15.71,4.15,0.92,Action,Thriller,Drama,Adventure,Crime
1,22786,3.0,835195292,0,1995,Adventure,Animation,Children,10759,3.91,0.89,110,457,593,185,208,28,1993,1.62,4.21,1.07,Thriller,Action,Drama,Adventure,Crime
1,22900,4.5,1124917342,1,1995,Adventure,Animation,Children,10759,3.91,0.89,589,380,110,356,318,9,1994,1.32,3.89,0.74,Action,Romance,Comedy,Drama,Thriller
1,22966,4.0,1082869881,1,1995,Adventure,Animation,Children,10759,3.91,0.89,260,150,619,168,95,62,1992,7.74,3.37,0.94,Drama,Thriller,Action,Romance,Comedy
1,22973,5.0,1225583307,1,1995,Adventure,Animation,Children,10759,3.91,0.89,590,589,150,457,110,14,1991,4.71,3.89,0.59,Drama,Thriller,Crime,Action,Adventure
1,23044,4.0,848488267,1,1995,Adventure,Animation,Children,10759,3.91,0.89,457,110,356,318,590,11,1993,2.05,3.91,0.83,Drama,Comedy,Crime,Thriller,Adventure
1,23049,4.0,854448551,1,1995,Adventure,Animation,Children,10759,3.91,0.89,780,141,,,,8,1995,0.52,3.25,1.28,Comedy,Action,Adventure,Sci-Fi,Thriller
1,23133,3.0,847407205,0,1995,Adventure,Animation,Children,10759,3.91,0.89,932,191,920,120,24,100,1987,16.70,3.26,0.56,Comedy,Romance,Drama,Adventure,Sci-Fi
1,23296,5.0,1116255924,1,1995,Adventure,Animation,Children,10759,3.91,0.89,50,296,933,915,911,31,1979,20.74,3.95,0.65,Romance,Drama,Comedy,Adventure,Thriller
1,23371,2.0,1000205552,0,1995,Adventure,Animation,Children,10759,3.91,0.89,541,296,608,720,579,15,1979,17.29,4.00,0.93,Drama,Crime,Comedy,Thriller,Adventure
1,23459,5.0,946072998,1,1995,Adventure,Animation,Children,10759,3.91,0.89,596,969,940,923,858,100,1982,20.14,3.77,1.17,Drama,Romance,Thriller,Comedy,Crime
1,23616,3.0,1390568587,0,1995,Adventure,Animation,Children,10759,3.91,0.89,110,480,296,356,593,13,1991,11.21,3.96,0.83,Thriller,Drama,Crime,Mystery,Sci-Fi
1,24212,3.0,975695147,0,1995,Adventure,Animation,Children,10759,3.91,0.89,34,587,17,539,357,47,1994,1.37,3.77,1.11,Action,Thriller,Adventure,Drama,Romance
1,24313,3.5,1137939549,1,1995,Adventure,Animation,Children,10759,3.91,0.89,356,296,293,745,,7,1986,21.62,3.57,0.73,Comedy,Drama,Crime,Thriller,Animation
1,24401,4.0,997152411,1,1995,Adventure,Animation,Children,10759,3.91,0.89,595,609,258,2,673,21,1994,1.33,3.33,0.86,Adventure,Children,Fantasy,Romance,Action
1,24428,4.0,995770749,1,1995,Adventure,Animation,Children,10759,3.91,0.89,380,353,377,543,11,10,1994,1.33,4.10,0.88,Comedy,Thriller,Romance,Action,Crime
1,24463,5.0,1091574237,1,1995,Adventure,Animation,Children,10759,3.91,0.89,260,457,593,296,951,25,1990,11.27,2.18,1.33,Thriller,Comedy,Crime,Romance,Drama
1,24525,4.0,850157466,1,1995,Adventure,Animation,Children,10759,3.91,0.89,780,32,648,,,5,1995,0.45,3.80,0.84,Thriller,Action,Adventure,Mystery,Sci-Fi
1,24526,4.0,1412101913,1,1995,Adventure,Animation,Children,10759,3.91,0.89,356,,,,,3,1977,30.62,2.33,1.89,Comedy,Drama,Romance,War,
1,24571,4.5,1274486287,1,1995,Adventure,Animation,Children,10759,3.91,0.89,150,260,318,593,296,9,1992,5.98,4.06,0.92,Adventure,Crime,Drama,Comedy,Thriller
1,24573,4.0,1108580935,1,1995,Adventure,Animation,Children,10759,3.91,0.89,249,260,720,198,105,7,1984,20.70,4.00,0.58,Drama,Comedy,Romance,Action,Sci-Fi
1,24592,2.0,868837332,0,1995,Adventure,Animation,Children,10759,3.91,0.89,736,,,,,3,1995,0.58,3.33,0.58,Action,Adventure,Romance,Thriller,
1,24718,3.0,1360543819,0,1995,Adventure,Animation,Children,10759,3.91,0.89,150,590,356,364,380,39,1985,16.31,3.67,0.78,Adventure,Sci-Fi,Drama,Comedy,Action
1,24870,4.0,1137499206,1,1995,Adventure,Animation,Children,10759,3.91,0.89,589,110,150,480,593,22,1990,12.59,3.41,1.03,Drama,Action,Thriller,Comedy,Crime
1,24918,5.0,944919532,1,1995,Adventure,Animation,Children,10759,3.91,0.89,596,745,594,24,329,32,1977,21.79,4.34,0.79,Adventure,Drama,Action,Sci-Fi,Thriller
1,24987,2.5,1151625160,0,1995,Adventure,Animation,Children,10759,3.91,0.89,914,745,261,,,3,1984,17.62,4.50,0.00,Drama,Comedy,Animation,Children,Musical
1,25275,5.0,948004392,1,1995,Adventure,Animation,Children,10759,3.91,0.89,750,150,260,589,705,16,1978,22.72,4.38,0.96,Comedy,Action,Adventure,Crime,Drama
1,25286,2.5,1119554159,0,1995,Adventure,Animation,Children,10759,3.91,0.89,288,778,903,,,7,1988,13.77,3.07,0.89,Drama,Thriller,Crime,Mystery,Romance
1,25485,5.0,847096082,1,1995,Adventure,Animation,Children,10759,3.91,0.89,30,837,778,661,52,100,1993,2.46,3.42,0.67,Drama,Comedy,Romance,Thriller,Crime
1,25577,4.0,954272995,1,1995,Adventure,Animation,Children,10759,3.91,0.89,457,714,608,50,678,19,1994,1.07,4.16,0.76,Comedy,Thriller,Drama,Romance,Mystery
1,25602,5.0,828695678,1,1995,Adventure,Animation,Children,10759,3.91,0.89,32,494,,,,3,1995,0.58,4.33,1.15,Thriller,Action,Adventure,Mystery,Sci-Fi
1,25651,4.0,1257544648,1,1995,Adventure,Animation,Children,10759,3.91,0.89,260,101,589,32,524,100,1992,7.60,3.37,0.55,Drama,Thriller,Comedy,Action,Romance
1,25871,5.0,835697669,1,1995,Adventure,Animation,Children,10759,3.91,0.89,542,552,357,500,40,73,1993,1.41,3.73,0.95,Drama,Comedy,Romance,Thriller,Action
1,26009,5.0,1136793064,1,1995,Adventure,Animation,Children,10759,3.91,0.89,262,364,783,252,48,8,1994,0.64,4.19,0.59,Drama,Romance,Children,Animation,Musical
1,26391,5.0,1269447234,1,1995,Adventure,Animation,Children,10759,3.91,0.89,362,,,,,4,1994,1.50,2.50,1.22,Adventure,Children,Romance,,
1,26420,4.0,857917814,1,1995,Adventure,Animation,Children,10759,3.91,0.89,780,,,,,4,1996,0.00,2.75,1.71,Action,Adventure,Sci-Fi,Thriller,
1,2643,4.0,852643157,1,1995,Adventure,Animation,Children,10759,3.91,0.89,786,379,920,904,858,100,1988,14.90,2.72,0.81,Drama,Action,Thriller,Sci-Fi,Romance
1,26464,3.5,1192820602,1,1995,Adventure,Animation,Children,10759,3.91,0.89,593,589,588,110,457,15,1992,4.63,3.03,0.83,Drama,Thriller,Action,War,Adventure
1,26503,2.5,1116872404,0,1995,Adventure,Animation,Children,10759,3.91,0.89,904,902,924,448,911,60,1985,16.08,3.45,0.92,Drama,Comedy,Thriller,Crime,Romance
1,2658,5.0,834778677,1,1995,Adventure,Animation,Children,10759,3.91,0.89,593,185,161,339,292,18,1993,1.68,4.33,1.08,Thriller,Comedy,Crime,Action,Drama
1,26592,3.0,1122253091,0,1995,Adventure,Animation,Children,10759,3.91,0.89,318,590,457,356,593,16,1993,1.89,3.28,1.37,Drama,Comedy,Thriller,Crime,Romance
1,26873,4.0,1409265160,1,1995,Adventure,Animation,Children,10759,3.91,0.89,307,778,356,110,306,14,1988,15.96,4.43,0.65,Drama,Comedy,Crime,War,Thriller
1,26874,3.5,1139861758,1,1995,Adventure,Animation,Children,10759,3.91,0.89,293,442,741,594,480,23,1989,13.31,3.76,0.50,Drama,Action,Sci-Fi,Thriller,Crime
1,27026,2.0,1147855493,0,1995,Adventure,Animation,Children,10759,3.91,0.89,589,223,527,924,260,26,1991,7.52,3.65,1.78,Crime,Drama,Thriller,Action,Comedy
1,27149,2.5,1190812046,0,1995,Adventure,Animation,Children,10759,3.91,0.89,648,778,541,736,318,31,1992,6.05,2.89,1.10,Action,Thriller,Adventure,Drama,Sci-Fi
1,27256,4.0,1166079358,1,1995,Adventure,Animation,Children,10759,3.91,0.89,527,260,592,150,222,11,1991,5.33,3.00,1.16,Drama,Adventure,Action,Romance,IMAX
1,27281,3.5,1265236677,1,1995,Adventure,Animation,Children,10759,3.91,0.89,150,223,110,6,16,29,1991,8.74,3.43,0.56,Drama,Crime,Thriller,Comedy,Mystery
1,27397,2.0,852469986,0,1995,Adventure,Animation,Children,10759,3.91,0.89,,,,,,2,1996,0.00,3.00,0.00,,,,,
1,27552,3.0,997216357,0,1995,Adventure,Animation,Children,10759,3.91,0.89,260,,,,,4,1990,8.88,2.50,1.29,Action,Adventure,Sci-Fi,,
1,27659,4.0,1222644216,1,1995,Adventure,Animation,Children,10759,3.91,0.89,593,260,364,344,588,30,1992,5.23,3.88,0.83,Drama,Thriller,Adventure,Comedy,Crime
1,27810,5.0,875957580,1,1995,Adventure,Animation,Children,10759,3.91,0.89,62,32,745,260,900,36,1977,23.10,3.53,0.97,Comedy,Romance,Drama,Musical,Adventure
1,28052,4.5,1258513636,1,1995,Adventure,Animation,Children,10759,3.91,0.89,318,260,110,593,480,13,1989,12.29,4.27,0.83,Drama,Action,Thriller,Adventure,Comedy
1,28053,4.0,949358198,1,1995,Adventure,Animation,Children,10759,3.91,0.89,898,,,,,2,1967,38.18,4.00,1.41,Comedy,Drama,Romance,,
1,28090,2.0,1185223239,0,1995,Adventure,Animation,Children,10759,3.91,0.89,293,,,,,39,1986,16.40,2.14,0.73,Action,Crime,Drama,Thriller,
1,28363,5.0,1003417662,1,1995,Adventure,Animation,Children,10759,3.91,0.89,293,246,608,47,527,14,1992,4.90,4.29,0.91,Drama,Thriller,Crime,Comedy,Mystery
1,28896,5.0,829504929,1,1995,Adventure,Animation,Children,10759,3.91,0.89,9,608,62,10,36,14,1993,5.18,4.07,0.73,Drama,Crime,Action,Thriller,Comedy
1,29421,4.0,1245572330,1,1995,Adventure,Animation,Children,10759,3.91,0.89,593,356,588,65,480,10,1991,5.36,4.35,0.47,Children,Adventure,Action,Romance,Animation
1,29507,4.0,1376951934,1,1995,Adventure,Animation,Children,10759,3.91,0.89,595,750,356,953,111,30,1985,16.82,3.48,0.97,Drama,Children,Animation,Musical,Romance
1,29638,4.0,1303416608,1,1995,Adventure,Animation,Children,10759,3.91,0.89,104,153,724,260,,5,1991,8.29,4.10,0.65,Action,Adventure,Comedy,Sci-Fi,Drama
1,29674,4.0,945199283,1,1995,Adventure,Animation,Children,10759,3.91,0.89,514,223,267,,,8,1994,1.04,2.88,1.25,Comedy,,,,
1,29714,5.0,957202858,1,1995,Adventure,Animation,Children,10759,3.91,0.89,34,246,318,357,551,9,1994,1.01,3.78,1.39,Drama,Comedy,Crime,Romance,Children
1,3338,5.0,826962728,1,1995,Adventure,Animation,Children,10759,3.91,0.89,5,10,,,,22,1995,0.51,2.73,0.88,Action,Adventure,Thriller,Comedy,
1,3376,5.0,974777429,1,1995,Adventure,Animation,Children,10759,3.91,0.89,935,946,905,916,232,8,1954,19.25,4.75,0.46,Comedy,Romance,Drama,Musical,Crime
1,375,4.0,939518555,1,1995,Adventure,Animation,Children,10759,3.91,0.89,898,233,909,924,588,31,1979,21.42,4.06,0.92,Comedy,Drama,Romance,Thriller,Crime
1,3890,3.0,900746199,0,1995,Adventure,Animation,Children,10759,3.91,0.89,838,223,58,593,17,13,1992,5.14,4.69,0.85,Drama,Comedy,Crime,Thriller,Romance
1,4034,3.5,1226245778,1,1995,Adventure,Animation,Children,10759,3.91,0.89,,,,,,7,1988,16.10,2.36,0.38,,,,,
1,4191,2.0,1105469052,0,1995,Adventure,Animation,Children,10759,3.91,0.89,333,300,25,50,593,37,1988,12.74,3.20,1.69,Drama,Thriller,Comedy,Crime,Mystery
1,4575,4.0,1216158684,1,1995,Adventure,Animation,Children,10759,3.91,0.89,527,590,32,380,589,13,1993,2.18,3.92,0.81,Drama,Thriller,Action,Comedy,Crime
1,4682,4.0,830886819,1,1995,Adventure,Animation,Children,10759,3.91,0.89,316,595,349,590,380,12,1993,2.07,3.50,0.52,Drama,Thriller,Action,Adventure,Comedy
1,4696,5.0,1150532296,1,1995,Adventure,Animation,Children,10759,3.91,0.89,380,480,110,260,590,37,1988,13.87,3.89,1.10,Drama,Thriller,Action,Romance,Adventure
1,5018,5.0,1362594396,1,1995,Adventure,Animation,Children,10759,3.91,0.89,296,858,356,413,,5,1990,10.10,4.40,0.82,Comedy,Drama,Crime,Romance,War
1,5081,4.0,943128349,1,1995,Adventure,Animation,Children,10759,3.91,0.89,951,904,906,903,942,41,1986,17.79,4.12,1.00,Drama,Thriller,Comedy,Crime,Romance
